Status (included or 'maybe included'),DOMAIN,SORT CODE,STEPHEN CODE,INDICATOR,NOTES Thur 26th June - 2nd refinement for Delphi,DEFINITIONS/What we mean,RESPONDENT 1,RESPONDENT 2,RESPONDENT 3,RESPONDENT 4,RESPONDENT 5,RESPONDENT 6,RESPONDENT 7,RESPONDENT 8,RESPONDENT 9,RESPONDENT 10,RESPONDENT 11,RESPONDENT 12,RESPONDENT 13,Sum,Denominator,Score,Number of 1 scores,Number of 2 scores,Number of 3 scores,Number of 4 scores,Unnamed: 27,TERESA NOTE (DATA PROVENANCE),ROB CATALOGUE NOTE,PREP MEETING NOTES,notes JM,notes GH,notes TB,notes CL,notes MW,notes SC,notes RB
excluded,HEALTH BEHAVIOURS,BEHV8,,"Percent of people 65 and above who consume fruit at least once a day, less than once per week, 1 to 3 times a week, 4 to 6 times a week, never consume fruit",,,2,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,30.0,13.0,2.31,4.0,4.0,2.0,3.0,,HIS33C01,,,,duplicate,"Regarding indicators for fruit and vegetables - the national dietary recommendation is to consume 5 or more protions of fruit and vegetables per day - suggest sticking with this national dietary recommendation and therefore the indicators HIS33C01 (5 portions or more of fruit/day) and HIS39C01 (5 or more portions of vegetables/day) would need to be combined.   While separating out fruit consumption from vegetable consumption is of interest to niche audiences such as 'Dietitians', I think having one indicator to represent a national dietary recommendation is more important.  
The indicator might be 'Daily consumption of five or more fruits and vegetables by age and gender (%)'",,,,
excluded,HEALTH BEHAVIOURS,BEHV10,,"Percent of people 65 and above who consume vegetables at least once a day, 1 to 3 times a week, 4 to 6 times a week, less than once a week, never consume vegetables",,,3,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,31.0,13.0,2.38,4.0,3.0,3.0,3.0,,HIS37C01,,Is it possible to combined fruit and veg into a single indicator?,,duplicate,see comment in D9 above,,,,
excluded,DEMOGRAPHICS,DEMO12,,Speakers of foreign languages by ability to speak English for those aged 65+,,,2,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,27.0,13.0,2.08,3.0,6.0,4.0,0.0,,HAI Census parameters,,,,,,,,,
excluded,HEALTH BEHAVIOURS,BEHV6,,Frequency of walking by sex and age group,This is a duplicate - delete it,,1,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,29.0,13.0,2.23,3.0,6.0,2.0,2.0,,NTA81,,Remove BEH6 and replace with BEH13,physical activity  - number 14 is better,,,,,,
excluded,EDUCATION AND SKILLS ,EDUS1,,Persons Aged 65 - 74 Years Engaged in Life-Long Learning,,,3,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,29.0,13.0,2.23,3.0,5.0,5.0,0.0,,QLF40C01,,Note that Labour Force Survey definition is different from standard - therefore clarify defintion,,why limited to 74 yrs?,,,,"LFS lifelong learning definition differs from the standard irish one, excludes informal learning",
excluded,DEMOGRAPHICS,DEMO17,,Percentage of older adults (65+) who experienced ageism/discrimination,,,1,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,29.0,13.0,2.23,3.0,5.0,4.0,1.0,,Tilda,,Two components; Ageism and discrimination (TILDA) Discrimination (only) is also represented in Vulnerable groups. What year does this relate to?,,,discrimination' indicator appears under 'Vulnerable groups',,,,
excluded,HEALTH STATUS,STAT25,,Employment status of people aged 65+ who are blind or have a visual impairment,,,1,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,29.0,13.0,2.23,3.0,5.0,4.0,1.0,,Core Indicator List,Core Indicator List,,,,,,,,
excluded,HEALTH BEHAVIOURS,BEHV9,,"Percent of people 65 and above who consume 1 portion of fruit a day, 2 portions a day, 3 portions a day, 4 portions a day, 5+ portions a day",,,2,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,30.0,13.0,2.31,3.0,5.0,3.0,2.0,,HIS35C01,,BEHV8 a better indicator?,captured better with number 9,,see comment in D9 above,,,,
excluded,HEALTHCARE USE,HUSE31,,Number of older people newly supported with ALONE services (year),,,1,1.0,2.0,4.0,2.0,0.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,27.0,12.0,2.25,3.0,5.0,2.0,2.0,,Alone,,,,,,,,,
excluded,DEMOGRAPHICS,DEMO11,,Speakers of foreign languages by language spoken for those aged 65+,,,2,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,28.0,13.0,2.15,2.0,7.0,4.0,0.0,,HAI Census parameters,,,Probably highest priority to know if they can speak English and then which language they do speak for planning resources needed,,,,,,
excluded,HEALTHCARE USE,HUSE32,,Number of older people in receipt of ongoing support of ALONE Services (year),,,2,1.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,25.0,12.0,2.08,2.0,7.0,3.0,0.0,,Alone,,,,,,,,,
excluded,HEALTH STATUS,STAT13,,Percent of people 65 and above who have a probable mental health problem on the Energy and Vitality Index,,,3,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,29.0,13.0,2.23,2.0,6.0,5.0,0.0,,HIS55C02,HIS55C02,,,,,,,As above,
excluded,HEALTH BEHAVIOURS,BEHV11,,"Percent of people 65 and over who consume 1 portion, 2 portions, 3 portions, 4 portions, 5+ portions of vegetables a day",,,3,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,32.0,13.0,2.46,2.0,5.0,4.0,2.0,,HIS39C01,,Should we look at daily portions or weekly portions?,,,see comment in D9 above,,,,
excluded,HEALTH STATUS,STAT20,,Percent of people aged 65 and above who have taken an antibiotic in the last 12 months by sex and year,,,3,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,33.0,13.0,2.54,2.0,5.0,3.0,3.0,,HIS27C01,HIS27C01,Healthy Ireland survey. But may not be possible to get independent PCRS data - can CSO source the data?,,,,,,PCRS admin data may be a better source,
Maybe,HEALTH STATUS,STAT18,Loneliness and wellbeing,Percentage of people aged 65 years and over who rate the quality of their sleep at night as fairly good or very good,move to 'included bucket'.'maybe' requested by clodagh lawlor. ,The proportion of people aged 65 years and over who feel they sleep well.,3,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,35.0,13.0,2.69,1.0,5.0,4.0,3.0,,HIS63C01,HIS63C01,Flag with expert panel - which sleep indicator?,,,Suggest only selecting one indicator on sleep quality - and the indicator below HIS65C01 may provide more value than this one - but to be discussed,,,,
excluded,HOUSING AND ENVIRONMENT,HOUS7,,Percent of people 65 and above experiencing degrees of ease of getting practical help from neighbours,This is a duplicate - delete it,,3,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,35.0,13.0,2.69,1.0,4.0,6.0,2.0,,IH178C01,,CONN5 is preferred indicator,"This once in connections section maybe better: Percent of Persons 65+ who are close enough to people that they could count on, if they had a serious problem (None, 1-2, 3-5, 6+)",,"Is this similar to the indicaotr under connections 'Percent of Persons 65+ who are close enough to people that they could count on, if they had a serious problem (None, 1-2, 3-5, 6+)'",,,,
excluded,CONNECTIONS AND PARTICIPATION,CONN1,,Percentage distribution of journeys by purpose for 65 and over,,,2,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,36.0,13.0,2.77,1.0,3.0,7.0,4.0,,NTA119C01,,Clarify definition: National Travel Survey - due again this year,difficult to understand this indicator and what it is trying to capture,unclear,,,,"Last asked in 2021, will be published again in the summer",Utility depends on purpose categories
excluded,HEALTH STATUS,STAT19,,"Percent of people 65 and over who sleep 6 or less hours a night, more than 6 and up to 7 hours a night, more than 7 and up to 8 hours a night, more than 8 hours a night",,,3,3.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,3.0,37.0,13.0,2.85,1.0,3.0,6.0,3.0,,HIS65C01,HIS65C01,Age component is over 65.,,,,,,Is there an age component to this? ,
excluded,CONNECTIONS AND PARTICIPATION,CONN2,,Number of Persons 65+ and over taking Annual Outbound Overnight Trips for Personal purpose ,,,3,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,41.0,13.0,3.15,1.0,0.0,8.0,4.0,,HTA20C02,,National Travel Survey - due again this year,,unclear,,,,"Last asked in 2021, will be published again in the summer",
excluded,HEALTH STATUS,STAT12,,Percent of people 65 and above who are in the High Energy and Vitality group on the Energy and Vitality Index,,,3,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,31.0,13.0,2.38,0.0,8.0,5.0,0.0,,HIS55C01,HIS55C01,,,,,,,PHQ-9 or WHO-5 from IHS may be preferable for EU comparators,
excluded,HEALTH STATUS,STAT4,,"Percent of people 65 and over with Low, Medium, High, Not Stated satisfaction with time use (amount of leisure time)",,,3,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,31.0,13.0,2.38,0.0,8.0,5.0,0.0,,WBB64C02,WBB64C02,,,,,,,,
excluded,DEMOGRAPHICS,DEMO10,,Population aged 65+ years by ability to speak Irish,,,3,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,33.0,13.0,2.54,0.0,6.0,7.0,0.0,,Health Atlas Ireland (HAI) Census parameters,,,,,,,,,
excluded,HEALTH STATUS,STAT16,,Percent of people 65 and over who to their knowledge had been infected with COVID-19 per year ,This is a duplicate - delete it,,3,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,37.0,13.0,2.85,0.0,5.0,5.0,3.0,,HIS59C01,HIS59C01,,,,,,Could be interesting for long COVID bit not essential,,
excluded,HEALTH STATUS,STAT17,,"Percent of people 65 and above who returned to usual health after COVID-19 infection in less than 1 month, 1 month or more but less than 1 year, 1 year or more but less than 2 years, in 2 years or longer",This is a duplicate - delete it,,2,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,38.0,13.0,2.92,0.0,5.0,4.0,4.0,,HIS61C01,HIS61C01,,,,,,Ditto,,"Seems an awkward way to establish who has long covid, not clear if applies to current state"
excluded,HOUSING AND ENVIRONMENT,HOUS5,,Percent of 65+ who owns an Electric Vehicle (EV),,,4,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,45.0,13.0,3.46,0.0,0.0,7.0,6.0,,NTA76C01,,,,,,,,,
Maybe,CONNECTIONS AND PARTICIPATION,CONN6,Social participation,Proportion of the population aged 65 years and over who regularly engage in helping or voluntary work in any of the following activities without pay: A social or charitable organisation; A religious group or church; A sporting organisation; A political organisation; In your community; No.,maybe' requested by  Mike O'Callaghan,"The proportion of people aged 65 years and over who do unpaid work for community, religious, sports, or charitable groups.",3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,21.0,13.0,1.62,6.0,6.0,1.0,0.0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters",Direct from Census,,CENSUS: similar to CONN9 - which to choose?,,,,,,,
duplicate,EDUCATION AND SKILLS ,EDUS2,Socioeconomic status,Population aged 65 years and over by highest level of education completed (%), THIS IS A DUPLICATE - see row 122 - EDUS2 - requested by both Clodagh Lawlor Mike O' Callaghan as 'maybe',"The percentage of adults aged 65 years and over who completed different levels of education (e.g. primary, secondary, third level).",3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,22.0,13.0,1.69,6.0,5.0,2.0,0.0,,F8039C02,,,,,,,,,
Maybe,HEALTH STATUS,STAT42,Population demographics,"Percentage of older adults aged 65 years and over who are underweight, overweight and obese",maybe' requested by  Mike O'Callaghan,"The proportion of adults aged 65 years and over by weight category: underweight, healthy weight, overweight, or obese.",2,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,25.0,13.0,1.92,6.0,4.0,1.0,2.0,,Tilda,Tilda,Preferred indicator (from TILDA),,duplicate,2 indicators on O/Weight & Obesity:   A3 source above is from Irish Health Survey 2019.  A43 below is a TILDA indicator  Discussion required to select one only. ,,,,
Maybe,HEALTHCARE USE,HUSE38,Medication and prescribing,Percentage of medicines by ATC codes prescribed to those aged 65 years and over,need to explain what ATC's are,The percentage of medications prescribed to adults aged 65 years and over by type of medication (using Anatomical Therapeutic Chemical (ATC) classification).,2,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,22.0,13.0,1.69,6.0,3.0,2.0,1.0,,Tilda,,Sarah: discuss with Tomas also,,TOP 10 OR 20 OR BY MEDICINES COST/SPEND,,,,Worth discussing this with Tomás also,
Maybe,PROVIDING CARE,PROV6,Caregiving,Percentage of older adults aged 65 years and over who provide care to children and/or grandchildren (Who and how often),maybe' requested by  Mike O'Callaghan,"The proportion of people aged 65 years and over who are caring for children or grandchildren, and how frequently they do so",3,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,24.0,13.0,1.85,5.0,6.0,1.0,1.0,,Tilda,,TILDA,,,,,,,
Maybe,HEALTH STATUS,STAT20,Medication and prescribing,Percentage of people aged 65 years and over who have taken an antibiotic in the last 12 months by sex,maybe' requested by  Mike O'Callaghan,The proportion of older adults who have taken an antibiotic in the past year by sex ,3,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,33.0,13.0,2.54,2.0,5.0,3.0,3.0,,HIS27C01,HIS27C01,Healthy Ireland survey. But may not be possible to get independent PCRS data - can CSO source the data?,,,,,,PCRS admin data may be a better source,
duplicate,CONNECTIONS AND PARTICIPATION,CONN6,Social participation,Proportion of the population 65+ who regularly engage in helping or voluntary work in any of the following activities without pay: A social or charitable organisation; A religious group or church; A sporting organisation; A political organisation; In your community; No., THIS IS A DUPLICATE - see row 195 - CONN6 - requested by both Mike O' Callaghan and Alieen O' Reilly as 'maybe' ,,3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,21.0,13.0,1.62,6.0,6.0,1.0,0.0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters",Direct from Census,,CENSUS: similar to CONN9 - which to choose?,,,,,,,
duplicate,CONNECTIONS AND PARTICIPATION,CONN10,Social participation,"Percentage of older adults (65+) who are members of organisations, clubs, societies",' THIS IS A DUPLICATE - see row 158 - CONN10 - requested by both Alieen O' Reilly and Clodagh Lawlor as 'maybe' ,,3,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,21.0,13.0,1.62,6.0,6.0,1.0,0.0,"Below the cut-off point, the minority of voters (6/13) have selected a preferential ""1"" score for these parameters",Tilda,,,,,,,,,
Maybe,CONNECTIONS AND PARTICIPATION,CONN9,Social participation,Percentage of older adults aged 65 years and over who volunteer,maybe' requested by Aillen O' Reilly,,3,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,25.0,13.0,1.92,4.0,6.0,3.0,0.0,,Tilda,,TILDA: but similar to CONN6 - which to choose?,,duplicate,Note another indicator above from Census regarding 'regulalry engage in helping or voluntary work in a number of activities without pay',,,,
Maybe,HEALTHCARE USE,HUSE31,Home and community supports,Number of older people newly supported with ALONE services in the previous 12 months,changed (year) to 'in the previous 12 months' 'maybe' requested by Aillen O' Reilly,,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,26.0,13.0,2.0,4.0,6.0,2.0,1.0,,Alone,,,,,,,,,
Maybe,HEALTHCARE USE,HUSE32,Home and community supports,Number of older people in receipt of ongoing support of ALONE Services in the previous 12 months,changed (year) to 'in the previous 12 months';  'maybe' requested by Aillen O' Reilly,,1,1.0,2.0,4.0,2.0,0.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,27.0,12.0,2.25,3.0,5.0,2.0,2.0,,Alone,,,,,,,,,
new,FINANCES,FINA5,Socioeconomic status,Percentage of population aged 65 years and over experiencing enforced deprivation,SIA61C10,"The proportion of adults aged 65 years and over who cannot afford basic needs like heating, clothing, or meals.",,,,,,,,,,,,,,,,,,,,,,SIA61C10,SIA61C10,added 07062025 - recommended by CSO,,,,NB over 50s available but would have to request over 65s,,,
